uuid,title,handle,research_data_creators,lead_chief_investigators,last_modified,withdrawn,type,date_available,year_issued,date_accessioned,rights,access_rights,doi,external_doi,faculty,school,for_codes,keywords,data_volume_bytes_orig,num_files_orig
e2f42021-797d-49ca-a84c-5f1062847832,Exploring quantum chaos with a single nuclear spin,1959.4/resource/collection/resdatac_742/1,"Mourik, Vincent|Asaad, Serwan|Firgau, Hannes|Pla, Jarryd|Holmes, Catherine|Milburn, Gerard|Mccallum, Jeffrey|Morello, Andrea",NO FIELD,2024-09-03T05:36:03.602+00:00,False,Dataset,2021-11-26T10:42:09Z,2018,2021-11-26T10:42:09Z,CC-BY,open access,https://doi.org/10.26190/5b84e311a6516,NO FIELD,Engineering,School of Electrical Engineering and Telecommunications|School of Electrical Engineering and Telecommunications|School of Electrical Engineering and Telecommunications|School of Electrical Engineering and Telecommunications,NO FIELD,Chaos|Quantum Physics|Quantum Chaos|Nuclear Spin,0,0
cd8aaa6a-d6fb-43e5-9aad-075ae42e1cfe,"Extinction Spectra of 1,4-Benzenedimethanethiol on Gold Nano Pillars with varying dimensions",1959.4/004_345,"Gloria, Danmar","Gloria, Danmar",2024-07-20T14:58:30.086+00:00,False,Dataset,2021-11-26T10:31:59Z,2013,2021-11-26T10:31:59Z,CC-BY-NC-ND,metadata only access,https://doi.org/10.26190/unsworks/1274,NO FIELD,Science|Other UNSW,School of Chemistry|Mark Wainwright Analytical Centre,030199 Analytical Chemistry not elsewhere classified|030107 Sensor Technology (Chemical aspects)|100712 Nanoscale Characterisation,Gold Nano-pillars|Electron Beam Lithography|Optical Reflectivity|Extinction Spectra,0,0
fdf8302c-0475-4f40-96e0-8a2416cb9a4e,Factor affecting uptake and use of LARCs among married women,1959.4/resource/collection/resdatac_985/1,"Jayasuriya, Rohan|Hamid, Saima",NO FIELD,2022-09-27T11:17:20.147+00:00,False,Dataset,2021-11-26T10:51:39Z,2019,2021-11-26T10:51:39Z,CC-BY,open access,https://doi.org/10.26190/5df6ae7aa3aeb,NO FIELD,Medicine & Health,School of Population Health,1117 Public Health and Health Services,LARC|contraceptive use|birth spacing|long acting reversible contraceptives,835290,2
21e72898-9071-4234-8b30-a9af3c910fba,Fixel-based diffusion measures for white matter tracts in CRPS and healthy controls,1959.4/104301,"Green, Michael|Wang, Audrey|Rae, Caroline|Moseley, Lorimer|McAuley, James|Humburg, Peter",NO FIELD,2025-03-13T02:02:33.911+00:00,False,Dataset,2025-03-12T22:58:49Z,2025,2025-03-12T22:58:49Z,CC-BY,open access,https://doi.org/10.26190/unsworks/30937,NO FIELD,Science|Medicine & Health|Other UNSW,School of Psychology|School of Health Sciences|School of Clinical Medicine|Mark Wainwright Analytical Centre|School of Medical Sciences|Clinical School Prince of Wales Hospital,3209 Neurosciences,MRI|diffusion|fixel,4151,2
3bbb7319-06d7-40f0-a286-cd96a80377e2,Fluvial Sediment Transport Model for Ganges-Brahmaputra River System,1959.4/103780,"Kibriya, Numan Al",NO FIELD,2025-01-06T02:02:22.573+00:00,False,Dataset,2025-01-05T22:08:28Z,2024,2025-01-05T22:08:28Z,CC-BY,open access,https://doi.org/10.26190/unsworks/30758,NO FIELD,UNSW Canberra,School of Science,370401 Computational modelling and simulation in earth sciences,Numerical Modeling|Delft3D FM|Sediment Transport|Suspended Load,212687128,2
988f8ceb-9152-4ec4-8c2e-be54d254cad6,Fourier Transform Infrared Spectroscopy of 4-quinolone Analogues,1959.4/004_130,"Gloria, Danmar","Gloria, Danmar",2022-09-27T11:19:09.487+00:00,False,Dataset,2021-11-26T10:33:02Z,2012,2021-11-26T10:33:02Z,NO FIELD,metadata only access,https://doi.org/10.26190/unsworks/1336,NO FIELD,Science|Other UNSW,School of Chemistry|Mark Wainwright Analytical Centre,0301 Analytical Chemistry|030101 Analytical Spectrometry|030199 Analytical Chemistry not elsewhere classified|030503 Organic Chemical Synthesis|030599 Organic Chemistry not elsewhere classified,4-quinolone Analogues|FTIR Spectra,0,0
7d18118d-4490-4ef0-bc68-bffe6800f16f,Fourier Transform Infrared Spectroscopy of Acylated Homoserine Lactone (AHL) Analogues,1959.4/004_129,"Gloria, Danmar","Gloria, Danmar",2022-09-27T11:19:08.928+00:00,False,Dataset,2021-11-26T10:33:30Z,2015,2021-11-26T10:33:30Z,CC-BY-NC-ND,metadata only access,https://doi.org/10.26190/unsworks/1369,NO FIELD,Science|Other UNSW,School of Chemistry|Mark Wainwright Analytical Centre,0301 Analytical Chemistry|030101 Analytical Spectrometry|030199 Analytical Chemistry not elsewhere classified|030503 Organic Chemical Synthesis|030599 Organic Chemistry not elsewhere classified,Acylated Homoserine Lactone Analogues|FTIR Spectra,0,0
cf5b9c56-abf2-4cca-b900-0f08a364cd49,FTIR Analysis of Artificially Aged Microfiltration Membranes,1959.4/004_360,"Cox, Shane","Cox, Shane",2022-06-22T08:27:50.352+00:00,False,Dataset,2021-11-26T10:32:16Z,2013,2021-11-26T10:32:16Z,CC-BY-NC-ND,metadata only access,https://doi.org/10.26190/unsworks/1290,NO FIELD,Engineering,School of Chemical Engineering,090404 Membrane and Separation Technologies|030101 Analytical Spectrometry|030199 Analytical Chemistry not elsewhere classified,FTIR Spectroscopy|Hollow fibre|Flatsheet|Microfiltration|Sodium dodecyl sulfate,0,0
d6188109-3075-4b99-891a-c20bb37354a0,FTIR Analysis of TFC Membranes which have undergone an Autopsy,1959.4/004_352,"Leslie, Greg","Leslie, Greg",2022-09-27T11:19:18.256+00:00,False,Dataset,2021-11-26T10:33:29Z,2013,2021-11-26T10:33:29Z,CC-BY-NC-ND,metadata only access,https://doi.org/10.26190/unsworks/1367,NO FIELD,Engineering,School of Chemical Engineering|School of Chemical Engineering,090404 Membrane and Separation Technologies|030199 Analytical Chemistry not elsewhere classified,Chlorine|Reverse osmosis|Membrane autopsy|Desalination,0,0
dac94a0e-8151-4f0c-b400-7486d3369ab7,FTIR Characterisation of Nanofiltration and Reverse Osmosis Membranes,1959.4/004_362,"Leslie, Greg","Leslie, Greg",2022-09-27T11:19:18.334+00:00,False,Dataset,2021-11-26T10:32:15Z,2013,2021-11-26T10:32:15Z,CC-BY-NC-ND,metadata only access,https://doi.org/10.26190/unsworks/1289,NO FIELD,Engineering,School of Chemical Engineering|School of Chemical Engineering,090404 Membrane and Separation Technologies|030199 Analytical Chemistry not elsewhere classified,FTIR Spectroscopy|Reverse osmosis|Nanofiltration,0,0
6e78ee9f-00a9-4155-a2d2-9cb246dbbb47,FTIR of Fimbrolide Analogues,1959.4/004_328,"Gloria, Danmar","Moran, Grainne",2022-09-27T11:19:09.229+00:00,False,Dataset,2021-11-26T10:32:48Z,2013,2021-11-26T10:32:48Z,CC-BY-NC-ND,metadata only access,https://doi.org/10.26190/unsworks/1320,NO FIELD,Science|Other UNSW,School of Chemistry|Mark Wainwright Analytical Centre,030101 Analytical Spectrometry|030503 Organic Chemical Synthesis,Fimbrolide,0,0
37fc5a90-fb8f-4198-8242-3f0ddba8379a,FTIR Spectra Mannich products of quinolin-4-ones analogues,1959.4/004_334,"Gloria, Danmar","Moran, Grainne",2022-09-27T11:19:09.399+00:00,False,Dataset,2021-11-26T10:33:45Z,2013,2021-11-26T10:33:45Z,CC-BY-NC-ND,metadata only access,https://doi.org/10.26190/unsworks/1384,NO FIELD,Science|Other UNSW,School of Chemistry|Mark Wainwright Analytical Centre,030101 Analytical Spectrometry|030503 Organic Chemical Synthesis,Mannich products of quinolin-4-ones,0,0
82e23c60-b667-4fb9-801d-8366ff0f6427,"FTIR Spectra of 1,2,3,4-tetrahydroquinolin-4 one Analogues",1959.4/004_332,"Gloria, Danmar","Moran, Grainne",2022-09-27T11:19:08.658+00:00,False,Dataset,2021-11-26T10:33:49Z,2013,2021-11-26T10:33:49Z,CC-BY-NC-ND,metadata only access,https://doi.org/10.26190/unsworks/1389,NO FIELD,Science|Other UNSW,School of Chemistry|Mark Wainwright Analytical Centre,030101 Analytical Spectrometry|030503 Organic Chemical Synthesis,"1,2,3,4-tetrahydroquinolin-4-one Analogues",0,0
c6d11ae5-d7f9-44da-9d9f-477b9a44d606,"FTIR spectra of 2,3-dihydroquinolin-4-one Analogues",1959.4/004_329,"Gloria, Danmar","Moran, Grainne",2022-09-27T11:19:09.569+00:00,False,Dataset,2021-11-26T10:32:42Z,2013,2021-11-26T10:32:42Z,CC-BY-NC-ND,metadata only access,https://doi.org/10.26190/unsworks/1313,NO FIELD,Science|Other UNSW,School of Chemistry|Mark Wainwright Analytical Centre,030101 Analytical Spectrometry|030503 Organic Chemical Synthesis,"2,3-dihydroquinolin-4-one Analogues",0,0
1f8ec438-04a6-4ff5-a41d-46dc642b212c,FTIR spectra of Dihydropyrollone Analogues,1959.4/004_326,"Gloria, Danmar","Moran, Grainne",2022-09-27T11:19:09.448+00:00,False,Dataset,2021-11-26T10:33:06Z,2013,2021-11-26T10:33:06Z,CC-BY-NC-ND,metadata only access,https://doi.org/10.26190/unsworks/1341,NO FIELD,Science|Other UNSW,School of Chemistry|Mark Wainwright Analytical Centre,030101 Analytical Spectrometry|030503 Organic Chemical Synthesis,FTIR Spectra|Dihydropyrollone,0,0
7cbbd09e-7d17-4281-9419-0dfdb6bf01e6,FTIR Spectra of Indole Analogues,1959.4/004_327,"Gloria, Danmar","Moran, Grainne",2022-09-27T11:19:09.532+00:00,False,Dataset,2021-11-26T10:33:51Z,2013,2021-11-26T10:33:51Z,CC-BY-NC-ND,metadata only access,https://doi.org/10.26190/unsworks/1392,NO FIELD,Science|Other UNSW,School of Chemistry|Mark Wainwright Analytical Centre,030503 Organic Chemical Synthesis|030101 Analytical Spectrometry,NO FIELD,0,0
9ca4395e-d72a-48ce-83ed-637e69dd49ae,FTIR Spectra of Organoarsenic Compounds,1959.4/004_323,"Gloria, Danmar","Gloria, Danmar",2024-07-20T14:58:29.347+00:00,False,Dataset,2021-11-26T10:32:47Z,2013,2021-11-26T10:32:47Z,CC-BY-NC-ND,metadata only access,https://doi.org/10.26190/unsworks/1319,NO FIELD,Science|Other UNSW,School of Chemistry|Mark Wainwright Analytical Centre,030101 Analytical Spectrometry|030107 Sensor Technology (Chemical aspects)|030199 Analytical Chemistry not elsewhere classified,FTIR Spectroscopy|Arsenic Speciation,0,0
8c7fbf93-36b1-4e93-87d7-eec5ae7a6272,FTIR spectra of Pyrroloquinolones Analogues,1959.4/004_331,"Moran, Grainne","Moran, Grainne",2022-09-27T11:19:09.058+00:00,False,Dataset,2021-11-26T10:33:15Z,2013,2021-11-26T10:33:15Z,CC-BY-NC-ND,metadata only access,https://doi.org/10.26190/unsworks/1348,NO FIELD,Science|Other UNSW,School of Chemistry|Mark Wainwright Analytical Centre,030101 Analytical Spectrometry|030503 Organic Chemical Synthesis,Pyrroloquinolones Analogues,0,0
8652cfdf-d047-4925-aba3-7cb58ca513de,Gay Community Periodic Survey Data,1959.4/004_112,"Holt, Martin","Holt, Martin",2024-02-27T14:29:17.909+00:00,False,Dataset,2021-11-26T10:32:49Z,2011,2021-11-26T10:32:49Z,CC-BY-NC-ND,metadata only access,https://doi.org/10.26190/unsworks/1321,NO FIELD,Arts Design & Architecture|Medicine & Health,Centre for Social Research in Health|School of Population Health|Social Policy Research Centre,111712 Health Promotion|110324 Venereology|110324 Venereology|111799 Public Health and Health Services not elsewhere classified,HIV testing|Sexual practices|Gay men|Gay community|Health|Sexual partners|Drug use|HIV status|HIV,0,0
a63cc68b-b4f2-4273-8e4e-87d70d8d6792,Gay Community Periodic Survey Data: Adelaide 2001,1959.4/004_15,"Van de Ven, Paul|Prestage, Garrett|Kippax, Susan","Holt, Martin",2024-02-27T14:29:10.088+00:00,False,Dataset,2021-11-26T10:32:00Z,2011,2021-11-26T10:32:00Z,CC-BY-NC-ND,metadata only access,https://doi.org/10.26190/unsworks/1275,NO FIELD,Arts Design & Architecture|Medicine & Health,Centre for Social Research in Health|The Kirby Institute|Social Policy Research Centre,110309 Infectious Diseases|110324 Venereology|111712 Health Promotion|111799 Public Health and Health Services not elsewhere classified,HIV status|HIV testing|Sexual practices|Sexual partners|Health|Drug use|Gay community|Gay men|HIV,0,0
a03797e2-f297-4dce-8c13-997674920eb6,Gay Community Periodic Survey: Adelaide 1999,1959.4/004_14,"Van de Ven, Paul|Prestage, Garrett","Holt, Martin",2024-02-27T14:29:10.226+00:00,False,Dataset,2021-11-26T10:32:59Z,2011,2021-11-26T10:32:59Z,CC-BY-NC-ND,metadata only access,https://doi.org/10.26190/unsworks/1332,NO FIELD,Arts Design & Architecture|Medicine & Health,Centre for Social Research in Health|The Kirby Institute,111712 Health Promotion|110324 Venereology|110309 Infectious Diseases|111799 Public Health and Health Services not elsewhere classified,HIV status|HIV testing|Sexual practices|Sexual partners|Health|Drug use|Gay community|Gay men|HIV,0,0
12f9841f-f551-4300-b584-fe7edc38faed,Gay Community Periodic Survey: Adelaide 2003,1959.4/004_16,"Van de Ven, Paul|Kippax, Susan|Prestage, Garrett","Holt, Martin",2024-02-27T14:29:10.821+00:00,False,Dataset,2021-11-26T10:32:58Z,2011,2021-11-26T10:32:58Z,CC-BY-NC-ND,metadata only access,https://doi.org/10.26190/unsworks/1330,NO FIELD,Arts Design & Architecture|Medicine & Health,Centre for Social Research in Health|The Kirby Institute|Social Policy Research Centre,111799 Public Health and Health Services not elsewhere classified|111712 Health Promotion|110324 Venereology|110309 Infectious Diseases,HIV status|HIV testing|Sexual practices|Sexual partners|Health|Drug use|Gay community|Gay men|HIV,0,0
d2d6705f-7e4a-499c-b7cf-a295a1fbda04,Gay Community Periodic Survey: Adelaide 2005,1959.4/004_17,"Prestage, Garrett|Kippax, Susan","Holt, Martin",2024-02-27T14:29:10.367+00:00,False,Dataset,2021-11-26T10:32:55Z,2011,2021-11-26T10:32:55Z,CC-BY-NC-ND,metadata only access,https://doi.org/10.26190/unsworks/1328,NO FIELD,Arts Design & Architecture|Medicine & Health,Centre for Social Research in Health|The Kirby Institute|Social Policy Research Centre,110309 Infectious Diseases|110324 Venereology|111712 Health Promotion|111799 Public Health and Health Services not elsewhere classified,HIV status|HIV testing|Sexual practices|Sexual partners|Health|Drug use|Gay community|Gay men|HIV,0,0
12292689-8e5c-4147-8d08-26204d7752eb,Gay Community Periodic Survey: Adelaide 2007,1959.4/004_18,"Holt, Martin","Holt, Martin",2024-02-27T14:29:11.139+00:00,False,Dataset,2021-11-26T10:32:57Z,2011,2021-11-26T10:32:57Z,CC-BY-NC-ND,metadata only access,https://doi.org/10.26190/unsworks/1329,NO FIELD,Medicine & Health|Arts Design & Architecture,The Kirby Institute|Social Policy Research Centre|The Kirby Institute|Centre for Social Research in Health,110309 Infectious Diseases|110324 Venereology|111712 Health Promotion|111799 Public Health and Health Services not elsewhere classified,HIV status|HIV testing|Sexual practices|Sexual partners|Health|Drug use|Gay community|Gay men|HIV,0,0
cb96fc1d-6f1f-42ca-a847-a704b21d48c6,Gay Community Periodic Survey: Adelaide 2009,1959.4/004_19,"de Wit, John|Prestage, Garrett","Holt, Martin",2024-02-27T14:29:11.430+00:00,False,Dataset,2021-11-26T10:32:55Z,2011,2021-11-26T10:32:55Z,CC-BY-NC-ND,metadata only access,https://doi.org/10.26190/unsworks/1327,NO FIELD,Arts Design & Architecture|Medicine & Health,Centre for Social Research in Health|Centre for Social Research in Health|The Kirby Institute,111712 Health Promotion|111799 Public Health and Health Services not elsewhere classified|110309 Infectious Diseases|110324 Venereology,HIV status|HIV testing|Sexual practices|Sexual partners|Health|Drug use|Gay community|Gay men|HIV,0,0
ef4fc5fb-f4c2-4022-8afe-f6d968ce7549,Gay Community Periodic Survey: Adelaide 2010,1959.4/004_2027,"Holt, Martin","Holt, Martin",2024-02-27T14:29:10.520+00:00,False,Dataset,2021-11-26T10:33:10Z,2012,2021-11-26T10:33:10Z,CC-BY-NC-ND,metadata only access,https://doi.org/10.26190/unsworks/1344,NO FIELD,Arts Design & Architecture,Centre for Social Research in Health,110309 Infectious Diseases|111799 Public Health and Health Services not elsewhere classified|110324 Venereology,HIV status|HIV testing|Sexual practices|Sexual partners|Health|Drug use|Gay community|Gay men,0,0
318f9b7a-98ca-4dda-a6ce-307c2651de72,Gay Community Periodic Survey: Adelaide 2011,1959.4/004_2052,"Holt, Martin|Lee, Evelyn|Mao, Limin|Prestage, Garrett|Zablotska-Manos, Iryna|de Wit, John","Holt, Martin",2024-02-27T14:29:10.987+00:00,False,Dataset,2021-11-26T10:31:32Z,2012,2021-11-26T10:31:32Z,CC-BY-NC-ND,metadata only access,https://doi.org/10.26190/unsworks/1240,NO FIELD,Arts Design & Architecture|Medicine & Health,Centre for Social Research in Health|Centre for Social Research in Health|Centre for Social Research in Health|The Kirby Institute|Centre for Social Research in Health|The Kirby Institute,110309 Infectious Diseases|111799 Public Health and Health Services not elsewhere classified|110324 Venereology,HIV status|HIV testing|Sexual practices|Sexual partners|Health|Drug use|Gay community|Gay men,0,0
200c5ac3-0991-401c-9ea5-309609372f45,Gay Community Periodic Survey: Adelaide November 1998,1959.4/004_2006,"Van de Ven, Paul|Prestage, Garrett|Kippax, Susan","Holt, Martin",2024-02-27T14:29:11.579+00:00,False,Dataset,2021-11-26T10:33:03Z,2012,2021-11-26T10:33:03Z,CC-BY-NC-ND,metadata only access,https://doi.org/10.26190/unsworks/1337,NO FIELD,Arts Design & Architecture|Medicine & Health,Centre for Social Research in Health|The Kirby Institute|Social Policy Research Centre,110309 Infectious Diseases|111799 Public Health and Health Services not elsewhere classified|110324 Venereology,HIV status|HIV testing|Sexual practices|Sexual partners|Health|Drug use|Gay community|Gay men,0,0
c4572dce-4c30-455e-96d9-cec4e0925d56,Gay Community Periodic Survey: Adelaide November 1999,1959.4/004_2015,"Van de Ven, Paul|Prestage, Garrett|Kippax, Susan|Knox, Stephanie|Nicholas, Guy","Holt, Martin",2024-02-27T14:29:11.284+00:00,False,Dataset,2021-11-26T10:33:11Z,2012,2021-11-26T10:33:11Z,CC-BY-NC-ND,metadata only access,https://doi.org/10.26190/unsworks/1345,NO FIELD,Arts Design & Architecture|Medicine & Health,Centre for Social Research in Health|The Kirby Institute|Social Policy Research Centre,110309 Infectious Diseases|111799 Public Health and Health Services not elsewhere classified|110324 Venereology,HIV status|HIV testing|Sexual practices|Sexual partners|Health|Drug use|Gay community|Gay men,0,0
f9d8ad30-9bb5-4f07-a854-888fc253f362,Gay Community Periodic Survey: Canberra 2000,1959.4/004_7,"Van de Ven, Paul|Prestage, Garrett|Kippax, Susan","Holt, Martin",2024-02-27T14:29:36.037+00:00,False,Dataset,2021-11-26T10:33:36Z,2011,2021-11-26T10:33:36Z,CC-BY-NC-ND,metadata only access,https://doi.org/10.26190/unsworks/1375,NO FIELD,Arts Design & Architecture|Medicine & Health,Centre for Social Research in Health|The Kirby Institute|Social Policy Research Centre,111799 Public Health and Health Services not elsewhere classified,HIV status|HIV testing|Sexual practices|Sexual partners|Health|Drug use|Gay community|Gay men|HIV,0,0
e46ac430-efaa-475f-bf7d-e3dcd178e8e9,Gay Community Periodic Survey: Canberra 2003,1959.4/004_8,"Van de Ven, Paul|Prestage, Garrett|Kippax, Susan","Holt, Martin",2024-02-27T14:29:34.917+00:00,False,Dataset,2021-11-26T10:33:13Z,2011,2021-11-26T10:33:13Z,CC-BY-NC-ND,metadata only access,https://doi.org/10.26190/unsworks/1346,NO FIELD,Arts Design & Architecture|Medicine & Health,Centre for Social Research in Health|The Kirby Institute|Social Policy Research Centre,111799 Public Health and Health Services not elsewhere classified,HIV status|HIV testing|Sexual practices|Sexual partners|Health|Drug use|Gay community|Gay men|HIV,0,0
a480fc7f-4165-43fa-92aa-644470f60930,Gay Community Periodic Survey: Canberra 2006,1959.4/004_9,"Van de Ven, Paul|Prestage, Garrett|Kippax, Susan","Holt, Martin",2024-02-27T14:29:33.242+00:00,False,Dataset,2021-11-26T10:32:43Z,2011,2021-11-26T10:32:43Z,CC-BY-NC-ND,metadata only access,https://doi.org/10.26190/unsworks/1314,NO FIELD,Arts Design & Architecture|Medicine & Health,Centre for Social Research in Health|The Kirby Institute|Social Policy Research Centre,111799 Public Health and Health Services not elsewhere classified,HIV status|HIV testing|Sexual practices|Sexual partners|Health|Drug use|Gay community|HIV,0,0
8ff85862-534d-48c3-9bc0-ede305766c46,Gay Community Periodic Survey: Canberra 2009,1959.4/004_10,"Zablotska-Manos, Iryna|de Wit, John|Prestage, Garrett","Holt, Martin",2024-02-27T14:29:33.808+00:00,False,Dataset,2021-11-26T10:32:51Z,2011,2021-11-26T10:32:51Z,CC-BY-NC-ND,metadata only access,https://doi.org/10.26190/unsworks/1323,NO FIELD,Arts Design & Architecture|Medicine & Health,Centre for Social Research in Health|Centre for Social Research in Health|The Kirby Institute|The Kirby Institute|Social Policy Research Centre,111799 Public Health and Health Services not elsewhere classified,HIV status|HIV testing|Sexual practices|Sexual partners|Health|Drug use|Gay community|Gay men|HIV,0,0
844e72ea-8e4c-4d33-9756-a9d2e967a219,Gay Community Periodic Survey: Canberra 2011,1959.4/004_2054,"Holt, Martin","Holt, Martin",2024-02-27T14:29:34.362+00:00,False,Dataset,2021-11-26T10:32:36Z,2012,2021-11-26T10:32:36Z,CC-BY-NC-ND,metadata only access,https://doi.org/10.26190/unsworks/1308,NO FIELD,Arts Design & Architecture|Medicine & Health,Centre for Social Research in Health|The Kirby Institute|Centre for Social Research in Health|The Kirby Institute|Centre for Social Research in Health|Social Policy Research Centre,110309 Infectious Diseases|111799 Public Health and Health Services not elsewhere classified|110324 Venereology,HIV status|HIV testing|Sexual practices|Sexual partners|Health|Drug use|Gay community|Gay men,0,0
86f19409-c1a0-4364-8f06-cf2098ad8021,Gay Community Periodic Survey: Changes over time Sydney 1996-1999,1959.4/004_2039,"Prestage, Garrett|Van de Ven, Paul|Knox, Stephanie|Grulich, Andrew|Kippax, Susan|Crawford, June","Holt, Martin",2024-02-27T14:29:16.475+00:00,False,Dataset,2021-11-26T10:33:09Z,2012,2021-11-26T10:33:09Z,CC-BY-NC-ND,metadata only access,https://doi.org/10.26190/unsworks/1343,NO FIELD,Arts Design & Architecture|Medicine & Health,Centre for Social Research in Health|The Kirby Institute|The Kirby Institute|Social Policy Research Centre|School of Population Health,110309 Infectious Diseases|111799 Public Health and Health Services not elsewhere classified|110324 Venereology,HIV status|HIV testing|Sexual practices|Sexual partners|Health|Drug use|Gay community|Gay men,0,0
8b607a42-dcd1-4e3f-a36e-56384950b7c2,Gay Community Periodic Survey: Melbourne 2000,1959.4/004_21,"Prestage, Garrett|Kippax, Susan","Holt, Martin",2024-02-27T14:29:40.406+00:00,False,Dataset,2021-11-26T10:32:18Z,2011,2021-11-26T10:32:18Z,CC-BY-NC-ND,metadata only access,https://doi.org/10.26190/unsworks/1292,NO FIELD,Arts Design & Architecture|Medicine & Health,Centre for Social Research in Health|The Kirby Institute|Social Policy Research Centre|School of Population Health,111712 Health Promotion|110309 Infectious Diseases|110324 Venereology|111799 Public Health and Health Services not elsewhere classified,HIV status|HIV testing|Sexual practices|Sexual partners|Health|Drug use|Gay community|Gay men|HIV,0,0
01db9bf9-9005-4387-a2a8-b33c6a6a6681,Gay Community Periodic Survey: Melbourne 2001,1959.4/004_22,"Prestage, Garrett|Kippax, Susan","Holt, Martin",2024-02-27T14:29:38.339+00:00,False,Dataset,2021-11-26T10:32:05Z,2011,2021-11-26T10:32:05Z,CC-BY-NC-ND,metadata only access,https://doi.org/10.26190/unsworks/1281,NO FIELD,Arts Design & Architecture|Medicine & Health,Centre for Social Research in Health|The Kirby Institute|Social Policy Research Centre|School of Population Health,111712 Health Promotion|110324 Venereology|110309 Infectious Diseases|111799 Public Health and Health Services not elsewhere classified,HIV status|HIV testing|Sexual practices|Sexual partners|Health|Drug use|Gay community|Gay men|HIV,0,0
dc620c8d-03c4-45e4-a444-47a1de814a7b,Gay Community Periodic Survey: Melbourne 2002,1959.4/004_23,"Prestage, Garrett|Kippax, Susan","Holt, Martin",2024-02-27T14:29:40.827+00:00,False,Dataset,2021-11-26T10:32:04Z,2011,2021-11-26T10:32:04Z,CC-BY-NC-ND,metadata only access,https://doi.org/10.26190/unsworks/1280,NO FIELD,Arts Design & Architecture|Medicine & Health,Centre for Social Research in Health|The Kirby Institute|Social Policy Research Centre|School of Population Health,111799 Public Health and Health Services not elsewhere classified|111712 Health Promotion|110324 Venereology|110309 Infectious Diseases,HIV status|HIV testing|Sexual practices|Sexual partners|Health|Drug use|Gay community|Gay men|HIV,0,0
281f7bb1-470f-40be-981e-999f16c69715,Gay Community Periodic Survey: Melbourne 2003,1959.4/004_24,"Prestage, Garrett|Kippax, Susan","Holt, Martin",2024-02-27T14:29:39.158+00:00,False,Dataset,2021-11-26T10:32:03Z,2011,2021-11-26T10:32:03Z,CC-BY-NC-ND,metadata only access,https://doi.org/10.26190/unsworks/1279,NO FIELD,Arts Design & Architecture|Medicine & Health,Centre for Social Research in Health|The Kirby Institute|Social Policy Research Centre|School of Population Health,111712 Health Promotion|111799 Public Health and Health Services not elsewhere classified|110324 Venereology|110309 Infectious Diseases,HIV status|HIV testing|Sexual practices|Sexual partners|Health|Drug use|Gay community|Gay men|HIV,0,0
d135b077-6b05-4b27-9c6c-8a50b20ccdd2,Gay Community Periodic Survey: Melbourne 2004,1959.4/004_25,"Prestage, Garrett|Kippax, Susan","Holt, Martin",2024-02-27T14:29:42.092+00:00,False,Dataset,2021-11-26T10:32:02Z,2011,2021-11-26T10:32:02Z,CC-BY-NC-ND,metadata only access,https://doi.org/10.26190/unsworks/1278,NO FIELD,Arts Design & Architecture|Medicine & Health,Centre for Social Research in Health|The Kirby Institute|Social Policy Research Centre|School of Population Health,111799 Public Health and Health Services not elsewhere classified|110324 Venereology|110309 Infectious Diseases|111712 Health Promotion,HIV status|HIV testing|Sexual practices|Sexual partners|Health|Drug use|Gay community|Gay men|HIV,0,0
6f4b1948-2202-41a3-afd7-d81917dc18a2,Gay Community Periodic Survey: Melbourne 2005,1959.4/004_26,"Kippax, Susan|Prestage, Garrett","Holt, Martin",2024-02-27T14:29:42.940+00:00,False,Dataset,2021-11-26T10:32:08Z,2011,2021-11-26T10:32:08Z,CC-BY-NC-ND,metadata only access,https://doi.org/10.26190/unsworks/1284,NO FIELD,Arts Design & Architecture|Medicine & Health,Centre for Social Research in Health|The Kirby Institute|Social Policy Research Centre|School of Population Health,111712 Health Promotion|110309 Infectious Diseases|111799 Public Health and Health Services not elsewhere classified|110324 Venereology,HIV testing|Health|Sexual practices|HIV status|Sexual partners|Gay men|Gay community|Drug use|HIV,0,0
07c63d6c-0247-4a55-869b-9cdc6ac7ed0b,Gay Community Periodic Survey: Melbourne 2006,1959.4/004_27,"Prestage, Garrett|Kippax, Susan","Holt, Martin",2024-02-27T14:29:39.988+00:00,False,Dataset,2021-11-26T10:32:07Z,2011,2021-11-26T10:32:07Z,CC-BY-NC-ND,metadata only access,https://doi.org/10.26190/unsworks/1283,NO FIELD,Arts Design & Architecture|Medicine & Health,Centre for Social Research in Health|The Kirby Institute|Social Policy Research Centre|School of Population Health,111712 Health Promotion|111799 Public Health and Health Services not elsewhere classified|110324 Venereology|110309 Infectious Diseases,HIV status|HIV testing|Sexual practices|Sexual partners|Health|Drug use|Gay community|Gay men|HIV,0,0
